CODE,DESCRIPTION
4946,VALUE LOGISTICS SHIPPING
4947,SCAN TRANSPORTER
4948,RAUF UNIVERSAL - C&F AND TRANSPORT
4949,CANTER SHIPPING & LOGISTICS
4950,SCAN SHIPPING
4951,MUKESH BANK ADJ AC
4952,CARE WELL - CLEARING
4953,MAZHAR ASGHAR - KARACHI
4954,DREAMS NETWORK & TECHNOLOGY PVT LTD
4955,LAYYHA -1 RICE UNIT SOLD 2023/2024
4956,LAND PURCHASE 48 ACRE CHOUBARA YR-2023 (75% GS SHARE)
4957,ARAIN TRADERS
4958,SHAH-E-KARAM SHIPPING AGENCIES
4959,CHAMPION INDUSTRIAL SUPPLIES
4960,"NATIONAL FEED AND FLOUR PRODUCTION AND MARKETING COMPANY L.L.C., UAE"
4961,"GUANGZHOU GRAIN GROUP CO LTD, CHINA"
4962,OSAKA ELECTRICAL & INDUSTRIAL CO
4260,MUNIR AHMAD (SAMI)
4263,SAEED AHMAD MALIK
4266,KIRAN TRADERS(HARESH KUMAR)
4269,AKASH
4271,SUN STAR
4273,AMER LAL  (SHARIF)
4276,AMER LAL
4278,TULSI DAS S/O PARSRAM
4285,MASHALLAH COM.AGENT
4288,TULSI DAS PASRAM
4290,TULSI DAS ATTA CHAKI
4293,R T COMMMODITIES
4296,ABUL RAOUF MEMON
4298,SUPER FINE
4300,SUPER FINE STEAM
4994,SECURITY & MANAGEMENT SERVICES P LTD
4995,SCAN SHIPPING - CLEARING AC
4996,ANUM SALMAN TABBA - LOAN AC
3881,CONSTRUCTION AC  - INVESTMENT ZW/SE ZONE
3884,TOYOTA YARIS - 2021 BLT-677 (BAF IJARAH)
3887,HONDA CIVIC - 2021 BTA-936 (BAF IJARAH)
3890,LC/01/030/640 HMB $22960 CALCIUM CARBO
3893,"TIAN BEE SDN BHD, MALAYSIA"
3895,DHA QUETTA PLOT-4 (ZG-INVEST 2021)
3898,AL RAHIM FOOD BROKER (CORN)
3900,WHEAT COST OF SALE (EXPORT)
3905,EA BROKER
3906,PAIR INVESTMENT CO LTD - LTFF/TERF
3909,DHA QUETTA PLOT- 6 (ZG)
3912,DHA QUETTA PLOT-8 (ZG - COL) 110921
3921,XXXXX
3925,DHA QUETTA PLOT-9 (ZG) 130921
3927,DHA QUETTA PLOT - 11 (ZG) 140921
3931,SULTANABAD UNIT-2 GS FARM AC - 64 ACRE
3934,"XIAMEN BIOTE CEREALS OILS&FOOD CO LTD, CHINA"
3942,HAFIZ KS  - HYDERABAD
3951,"ANHUI YUANSEN BIOLOGICAL TECHNOLOGY CO LTD, CHINA"
3960,DHA QUETTA - PLOT 15 (290921)
3962,LOAN FROM INVESTER DHA QUETTA
3968,LC/01/030/655 VINMAR PMC $225600
3980,RAJ TRADERS (PQ SPARES PARTS)
3983,SECURITY DEPOSITS RECVD ON RENTAL PROPERTIES
3988,"HONG NGA SAI GON TRADING COMPANY LIMITED, CHINA"
4000,GSM SIKANDER (OTHERS)
4004,MARKUP PAYABLE - PAIR (PAKIRAN INVESTMENT) LTF
4016,LC/01/030/707 CALCIUM CARBONATE $24640
4019,LC/01/030/733 PMC PETROGULF $247500
4022,WAQAR BROKER
4026,AL-JADEED FAISALABD
4035,MUGHAL FAIR PRICE SHOP - DHA PHASE-II
4038,GS SM SIKANDAR
4041,FRENCH BEACH HUT
4048,CHINA XIAMEN INTERNATIONAL TECHNO-ECONOMIC COOPERATION CO LTD
4057,MATCO FOOD LTD.
4061,THAL ONLINE DEPOSIT ADJUSTMENT AC-2021
4080,DAR UL SUKUN WELFARE SOCIETY - KARACHI
4086,"UAB SVELMA, LITHUANIA"
4093,AMAN RICE TRADER C/O IMRAN KARACHI
4130,AL FALAH INSURANCE CO LTD
4133,"WISDOM COMMODITIES LLC, USA"
4146,ASIM BROKER KARACHI - MUGHAL
4151,"JF#11213 RAVI TRADERS OLD MALL MANDI ROAD, OKARA"
4155,"JF#27135 CH.ABDUL SATTAR & SONS, BAHAWALNAGAR"
4158,JF#31033 RIAZ AHMED SPRAY CENTRE. KASUR
4161,"JF#31443 MUHAMMAD BASHIR, MATLI"
4164,"JF#32423 ITTEFAQ COMMISSION SHOP, KASUR"
4167,"JF#32949 MUHAMMAD AZAM ALVANI, MATLI"
4170,"JF#34248 BHATTAI PESTCIDE, KSMR"
4172,"JF#34774 ATTARI GRAIN MERCHANTS, JCD"
4175,"JF#34984 FAIZAN ZARI SERVICES, DGK"
4178,"JF#7255 NEW KISSAN DOST ZARI SERVICES, ARIFWALA"
4181,"JF#9048 UMAIR SPRAY CENTRE, SAMANDRI"
4184,"JF# ---  NEW KISSAN BAILI SPRAY CENTRE, SAHIWAL"
4190,COST OF MUGHAL RICE (UNPACK)
4192,MUGHAL RICE SALE TRANSFER (UNPACK)
4198,DAILY SELA
4199,GOLI
4202,IMRAN BROKER KARACHI (MUGHAL AC)
4205,KS-282
4207,C-9
4208,C-9 STEAM
4210,LAL 386
4211,LAL 386 STEAM
4213,MA SHA ALLAHA COM AGENT
4216,M ASIF
4218,MUHAMMAD NAJEEB
4221,N K TRADERS
4223,MARFANI COMMISSION AGENT
4226,A SHAKOOR PASTI
4229,SUPER JILANI ATTA CHAKI
4232,DEEPAK KUMAR RICE BROKER
4235,HAJI ASIF
4237,HAJI BAIT ULLAH
4240,AL NOOR RICE BROKERS
4243,HAJI PALIJO
4245,SALEEM QAMER SB  (MUGHAL 125)
4249,RONAK KUMAR
4251,SANJHA COTTON BROKER
4254,CH AND CO (ZAFAR MEER)
4257,MALIK ARSHAD( SAEED AHMAD )
3750,GARIBSONS LAIYYAH - HYBRID SEED CUSTOMER
3753,AMIN GOPAN - ABADGAR PESTICIDES- TANDO BAGHO
3756,ARUN LAL REF MILLAT RICE - TMK
3759,JAFFERI TRADER/TALHAR - TALHAR
3761,MUHAMMAD YOUSIF/GOLARCHI
3764,HUSSAIN MANDRO REF MANESH RICE MILL - KARIO
3767,CH. JAWED REF :ANNAND FERTILIZER SURESH - SAKRO
3770,"SEED CONSORTIUM (CAPITAL CONTRIBUTION AC) (JAS, MM,CW,RB)"
3775,PAKISTAN RICE MILL - GHULAM MOHAMMAD
3778,METRO AGARBATTI - KARACHI
3782,21INSU0115-00008 - MBL -FUJIAN KELI SEEDS CO. LTD
3821,MAJID SHAH - JATI
3823,SRI LANKA TANDER PARTNERSHIP AC-2021
3825,C-21INSU0115-00015 MBL CALCIUM CARBONATE 54MT $22950  VIETNAM
3830,SAJAWAL LAND (FISH POND) 23 ACRE - 2021
3834,SANDESH KUMAR
3836,CONSTRUCTION UNIT GS2 LAYYAH INVESTMENT 37.5% ( JV - FSL/TQR/FUD)
3840,R.S.BROKER- KASHMORE (JB PARTY)
3843,AQUA HATCH LAND VENTURES -GUJJO LAND 100 ACRE FISH FARMS (2021)
3848,ERF-I & II  ABL ISLAMIC
3850,MARKUP PAYABLE - ABL
3852,NBP AC - 4175142373
3854,KHUSHAAL KISSAN (PVT.) LTD (20% JV INVESTEMENT)
3858,"HA NOI FEED JOINT STOCK COMPANY, VIETNAM"
3861,"PHUC HUNG TRADING AND INVESTMENT JSC, VIETNAM"
3865,"AGRIFEED VIETNAM JSC, VIETNAM"
3867,"DISTAMRIC DMCC, SEYCHELLES"
3870,ISMAIL INDUSTRIES LIMITED - KARACHI
3874,VERMICELLI SALE - MUGHAL
4302,1121 SELA
4303,SUPER BROWN
4305,SUPER CHANAB
3388,RICE PURCHASES (SURESH)
3392,RICE PURCHASES (MAKKAH RICE MILL GOLARCHI)
3395,LC/01/030/395 SATAKE ASIA $5032 SPARE PARTS LAYYHA
3398,LC/01/030/409 PETROGULF $102217 HMBL PLC
3403,LC-20INSU0115-00001 ITOHU PMC $207900 MBL
3407,ALI TRADERS - NAWABSHAH
3413,"TWO TRADE SOLUTION SL LTD, SIERRA LEONE"
3416,"GUANGDONG KINSER CEREAL LOGISTIC CO LTD, CHINA"
3425,PAKISTAN FIRE & FUMIGATION SERVICES
3429,"AL DAHRA FOOD LLC, U.A.E."
3436,INARA COMPUTERS
4188,PODRAVKA-LAGRIS A.S-GERMANY
3444,"SUGRAIN S.A.L (OFF-SHORE), GAMBIA"
3449,SAAKH TRADER
3453,HUSK EXPORT SALE
3458,NEW SHALIMAR STEEL INDUSTRIES (PVT) LTD- SKP
3464,TRANSPLANTING CONSORTIUM AC-2 (2020)
3468,AL-FAZAL CORPORATION - KARACHI
3475,SEYLANI WELFARE - HYDERABAD
3514,AVINASH
3517,SHAHID JAVED C/O AFTAB HUSSAIN SIDDIQUI
3521,MIR IJAZ TALPUR - TMK
3523,DR.BASHIR NIZAMANI - MATLI
3525,AQIB NIAZI- BADIN
3527,MOUZAM PESTICIDE - TMK
3529,LAL SHEHBAZ TRADER - GOLARCHI
3533,SEVEN STAR RICE MILL - GOLARCHI
3536,"DALIMA TRADING LDA, MOZAMBIQUE"
3540,BENEO - REMY N.V.
3544,SAMA TRADE
3546,MECHENICAL FARMING MACHINERY AC (JV) ASSETS
3551,LC/01/030/460 HMBL PMC PETROGULG $37125
3554,"FERTILE LAND TRADING CO, OMAN"
3557,"PODRAVKA LAGRIS A.S, GERMANY"
3560,SEED AC GS KHOSO
3564,HAFIZ SULEMAN - LARKANA
3563,SHAHID ALI PESTICIDE AGENCY - KN SHAH
3567,KAMRAN TRADER - KARIO
3569,SHADBAD TRADER - GOLARCHI
3571,MUHAMMAD SALEEM- GOLARCHI
3578,WW HUSK GROUP AC
3575,AWAIS TRADER/HUMAIYON GUJJAR - GOLARCHI
3579,ZAHEER ABBAS (BARDANA)
3581,KOHINOOR BROKER (IRRI-6)
3583,MAULA BAKHASH MUGHERI (WAGHAN)
3586,IFTIKHAR TRADER- SUKKUR
3589,LC/01/030/470 HMBL PMC PETROGULG $96525
3592,STOCK ADJUSMTNE 30-06-20
3596,LC # 20INSU551201049 BAF WHEAT (OLAM) 6800MT $ 1618400
3601,HABIB KHANANI
3603,NOOR HASSAN BROKER
3606,HASAN NAGORI - KARACHI
3610,ANAS RICE
3611,PADDY UNITS CLOSED AC JUNE- 2020
3615,PRODUCTION SEED JV
3617,LC/01/030/479 PETROGULF 99MT PMC $94050 HMB
3621,SS RICE C/O ABDUL RAZZAK BROKER
3624,LUCKY TEX - KARACHI
3627,HH RICE C/O ABDUL RAZZAK BROKER
3631,"KHAM THIEN COMPANY LTD, VIETNAM"
3633,"SHREEAGRO PTE LTD, GHANA"
3637,"GUANGZHOU BAIMIHUI TRADING CO LTD, CHINA"
3683,MILLAT RICE TRADERS
3685,SAEED AHMED - PURCHASE DEPT
3687,FACTORY GATE STALL
3689,"GUANGDONG GUANGLIANG INDUSTRIAL CO LTD, CHINA"
3693,LC 20INSU0115-00056 MBL WHEAT MIRA 6600MT $1676.4K
3696,IRFAN BROKER
3698,MAKKAH RICE MILL GOLARCHI
3700,CORN COST OF SALE
3702,CORN SALE RECEIVABLE (PQ)
3704,"FOSHAN CITY TAI WU FENG GRAIN AND OIL CO LTD, CHINA"
3713,DREAM MARTBAHRIA TOWN - KARACHI
3716,LC/01/030/512 PMC PETROGULF HMB $105930
3719,"RANIMA COMMODITY FZC, MOZAMBIQUE"
3722,GHARO FACTORY C/O ZAHID GARIB
3725,SHALIMAR IMPEX (CF - TRANSPORT)
3727,SHAMIM TRADERS - KARACHI
3730,"RESOURCES GENERAL TRADING (FZE), SAUDI ARABIA"
3734,MECHENICAL OPERATING FARMING AC - 2021
3740,21INSU0115-00002 MBL $18900 CALCIUM
3743,"BOOST NUTRITION CV, BELGIUM"
3745,OSAMA BARDANA MERCHANT
3263,MEHRAN RICE MILL - MEHAR
3265,NOOR RICE MILL - KHAIRPUR NATHAN SHAH
3268,R.K TRADER - MEHAR
3270,DISCOUNTS MARKETING - HYBRID SEEDS
3273,BISMILLAH RICE MILL - GARHI KAHIRO
3276,RIAZ KHAN KHOSO - THULL
3278,LTFF LONG TERM LOAN HBL (SOLOR POWER)
3281,LC/01/030/338 HMBL $82000 PADDY DRIER GOLARCHI -INDUSS
3285,LC/01/030/348 HMBL $500K RICE PLANT PQ - COFCO
3292,PARKASH MAL - HYDERABAD
3294,LC/01/030/362 HMBL PMC PETROGULF $26235
3297,LC/01/030/363 HMBL SLIKA GEL  $35640
3300,ROSHAN SEEDS STORE - LARKANA
3303,EMPRESAS CAROZZI S.A - CHILE
3307,MASHALLAH SHIRMALL HOUSE - KARACHI
3311,GID CESS - SSGC PAYABLE
3314,LC/01/030/383 PETROGLF HMBL $160380 PMC
3317,LC19INSU0115-00036 MBL 4 SORTEX MACHINE $100K
3322,M.IRFAN M.IQBAL - HYDERABAD
3353,MAGA RICE
3355,PT. SARINAH (PERSERO)
3358,GUANGDONG CHANGXIANG GRAIN CO LTD
3362,D.K BROKER
3364,ESSA TRADERS
3366,STATE TRADING CORPORATION
3368,LC/01/030/392 PMC $132165 PETROG
3371,AFS INTERNATIONAL TRADING FZE
3373,A.D TRADERS
3377,JIANGSU CEREALS OILS & FOODSTUFFS I/E GROUP CROP
3380,SULTAN BROKER
3382,ASGHARCHOHAN BROKER KHI
3877,BABA FAREED RICE MILL
2863,GLOBAL COMMODITIES DEVELOPMENT CO LTD
2866,ELH IDRISSA MOUSSA
2922,MAURITANNIAN TRADING
2925,MOI FOODS-SMC UGANDA LTD-KENYA
2928,DAIRYLAND (PVT.) LTD.
2936,LC-1254SLCPUS57118 HMB PMC PERTGLF $61875
2939,LC-0054LCS180329 MCB PMC PERTGLF $140K
2942,LC-18INSU0115-00026 MBL EURO PLST (CAL CARBNAT) $11610
2949,RAFI BROKER
2951,GS-KHOSO RICE MILL (THULL JACOBABAD)
2954,SHENZHEN BERICH TRADING CO LTD.
2957,LC#0054LCS180395 PETROG $97020 PMC (MCB)
2960,LC#18INSU0115-00018 SHANGHAI CHANHO - PRESS PLATE $55900
2968,SOHAIL COLOR (MDF-SALE)
2971,AGRINO EV.GE.PISTIOLAS S.A
2976,SAJJAD RESTURANT
2982,RETAINTION AC $-SCB
2984,LC-0054LCS180376 MCB 3-SILO EUR 143127 GOLRCH
2988,LC0054LCS180473 MCB SATAKE 6 RICE WHITNER CHOBRA PLANT $75000
2992,MUSTAFA SALIM INVESTEMET AC C/O FUAD GB
2996,LC#0054LCS180635 PMC PETROGLF $94792
3048,KASHIF (LARKANA)
3050,INSURANCE CLAIM RECEIVABLE (STAFF)
3054,POLE CAPITAL LTD (RUSSIA)
3056,ASHRAF C/O AB.W
3058,PLOTS APPLICATION MONEY
3061,AL SADIQ RICE TRADERS
3064,DONGGUAN TAILIANG RICE CO LTD
3066,LUCKY FOODS (SALMAN)
3068,SUNIL BROKER
3072,GHULAM HUSSAIN TRADERS SHEIKHUPURA C/O A.WAHID
3073,MEIZHOU DAO FENG IND CO LTD - CHINA
3078,LC/01/030/305 SLICA GEL $20900 HMB
3081,LC-18INSU0115-00050 MBL CALCIUM $19710
3084,LC-18INSU0115-00054 MBL PMC $90872
3087,AMIN BABA (MUGHAL SALE)
3090,DEEDAR
3091,CHINA AGRI TRADING (H.K) LTD
3095,SHIV GENERAL STORE - JACOBABAD
3100,NINGBO ZHONGSUI RICE CO LTD
3102,SHENZHEN SOURCE PROFITABLE TRADE CO LTD CHINA
3106,LC-19INSU0115-00002 MBL PMC $110880
3109,LC-19INSU0115-00005 MBL PMC  $53955
3112,SHAHEEN TRADERS
3115,SKP-2 (PINDIDAS) RICE TRANSFER GS AC (OTHERS)
3121,GUANGZHOU RICH RICE TRADING CO LTD. CHINA
3124,INDUS RICE MILL
3127,MOHSIN
3130,REDAN MANDI HOUSE - KARACHI
3135,COLD STOARAGE BUILDING GHARO
3138,LC#19INSU0115-00015 MBL PMC $55687
3142,GUANGDONG BAIYAN GRAIN AND OIL
3144,XIAMEN BRIGOODS RICE DEVELP CCHINA
3147,CSD- NEW AC 2019
3149,INB IRFAN NOMAN BERNAS - LOAN (MF-JV INVEST)
3152,LC/01/030/330 HMB SINCHEM SLICA GEL $22900 22MT
3156,EXCISE/FED IMPORTS
3158,ADD S.TAX (OUTPUT) UNREGISTER SALES
3202,MISC MUGHAL RICE PARTY
3205,MANESH RICE MILL - KARIO
3207,ATTA PESTICIDES - TMK
3209,MILLAT RICE MILL  - TMK
3211,SIKANDER MEMON - JATI
3213,JAFERRI TRADERS - TALHAR
3216,MEER SHAH - SAKRAND
3218,DOLAT RAM - RAJO KHANANI
3220,WASEEM NAGORI
3222,SARWANAND SEED STORE - KASHMORE
3224,HAJI ABDUL SHAKOOR - BATHORO
3228,SILO D36 PQ RICE (4) 2019 AC
3231,AGHA JAAN AKHTER - SHEERANPUR
3234,THREE STAR FERTILIZER AGENCY - THULL
3237,SHENZHEN ZHUANGHAIQIN GRAIB - CHINA
3240,ALTAF AND BROTHERS - QAMBER
3242,GHAFFARI PESTICIDES AGENCY - MEHAR
3246,AHMED FUAD GARIB
3247,LC1-9INSU0115-00020 CALCIUM (MEGA PLAST) $19170 MBL
3251,RASHEED TAREEN - ZG KHI
3254,BANKISLAMI DHA-VII KHI AC # 1090 0010 4990 001
3258,INHARVEST INC - USA
3260,SHAMS BROKER
3261,ASIF ALI
2768,LCU/01/030/237 PMC PETROGULF $106920
2771,PRICE DIFFERENCE
2773,FREIGHT ON SALE (MUGHAL)
2775,DISCOUNT LMT
2777,DSR SALARY
2778,SHOP RENT
2780,DHA CITY KARACHI
2783,BABA BROKER (PROFIT AC)
2785,LC/01/030/239 PMC HMBL PETROGULF $55440
2788,OFFICE NATIONAL D' IMPORTATION ET DE COMMERCIALISATION DU RIZ (ONICOR)
2794,CSD (KALA PUL) KARACHI
2796,DALIAN DAHE FOOD CO LTD
2799,ALMANA & PARTNERS
2801,ANHUI JINZHENG RICE INDUSTRY CO LTD
2804,SPAR PAKISTAN (PVT.) LTD.
2807,PADDY CREDITORS (PURCHASES) GOLARCHI
2812,R. TIME D.O.O
2814,LC/01/030/244 PETROGULF $135700 PMC
2817,LC/01/030/249 PETROGULF $117315
2822,XIAMEN CONVERGENCE AND HARVEST INDUSTRY CO LTD
2826,VELF-EXIM
2827,LC 17INSU0115-00046 SLIKA GEL $14960
2830,EMKAY STORES LTD
2833,OCEAN LINE TRADING COMPANY WLL
2836,FAROOQ & BROTHERS
2842,DELIP JILLANI RICE
2844,LC/01/030/257 PMC $113355 PETROGULF
2847,LC/01/030/261 PMC PETROGLF $56182 HMBL
2850,PACIFIC RIM HARVESTOR INC
2852,ETS SAMAILA MAIKA
2855,BLUE CHIPS KFT
2857,GOLARCHI LAND & GS RICE PLANT PROJECT AC (CAPEX)
3386,ST MARYS FEEDS (PVT) LTD
2020,"LC#12IAC0115-00073   $71,280.00  (SUMITOMO)"
2414,ENERGY ROW LLC
2418,MCB CORPORATE AC (SHAHEEN COMPLEX)
2466,LC/01/030/193 PMC PETROGULF $71760
2469,TRIUMPH AGRI PTE LTD
2471,UNCONFIRMED RECEIPTS
2473,ABDUL AZIZ AL DARWICH COMPANY
2476,LC/01/030/195 PMC $194040 PETROGULF
2479,LC/01/030/199 PMC $49500 PETROGULF
2482,QUAN YI LIMITED
2484,ANHUI PROVINCE CEREALS & OILS TRANSPORTATION
2487,SIIC SHANGHAI INTERNATIONAL TRADE
2490,LCU/01/030/200 VINMAR INTL $67200 PP
2493,NACALA TRADING LIMITADA
2495,FUJIAN BAOSHENG INTERNATIONAL TRADE CO TD
2498,GUANGDONG JIN YU QIU GRAIN AND OIL CO LTD
2501,SHENZHEN SHI HONG YU LIANG YOU YOU XIAN GONG SI
2505,ESSA SPOL S.R.O
2506,AN HUI JIN ZHENG RICE INDUSTRY CO LTD
2510,ZHEJIANG GRAIN GROUP CO LTD
2512,SHENZHEN JINQUAN RICE INDUSTRY CO LTD
2515,MIAN NAZEER SONS PVT LTD
2517,DONGGUAN HUIFENG METER CO LTD
2519,COTIA CAYMAN LTD
2521,RODNOJ PRODUKT LTD
2523,SAMA EXIM DMCC
2525,YUE XIANG LIMITED
2528,WIN UNITED PTE LTD
2530,DEPARTMENT OF DEFENCE
2532,SHENZHEN JINSHENGJUI RICE INDUSTRY CO LTD
2536,GUANGZHOU YUHUA GRAIN AND OIL COMPANY LTD
2539,NOVARROZ PRODUTOS ALIMENTARES S.A
2542,FOSHAN JIAHAI CEREALS AND OILS CO LTD
2545,LC # 16IAU0115-00009 BPL (PMC) $84150
2548,XINCHU (XIAMEN) AGRILCULTURE CO LTD
2550,NOSOCOF LIMITED
2552,DONGGUAN SUNTIME GRAIN CO LTD
2555,COFCO JIANGXI RICE PROCESSING LIMITED
2558,LC/01/030/208 HMBL PETROGULF $282645 PMC
2561,SHENZHEN HENGLING IMP/EXP CO LTD
2563,MCD GENERAL TRADING L.L.C
2566,ECOTRADING INTERNATIONAL S.A
2568,NINGBO JIANGBEI NINGFENG GRAIN AND OIL LTD
2571,XIAMEN MINGSUI GRAINS & OILS TRADING CO LTD
2574,BRIGHT RICE GROUP SHANGHAI INTERNATIONAL TRADE CO LTD
2578,LC16INSU0115-00025 MBL PAPER $117460
2581,LC 1254SLCPUS070016 SMT PETROGLF $52222
2628,DERVISOGLU TARIM ÜRÜNLERI TIC. VE SAN. LTD.
2634,UTILITY STORE CORP. KARACHI NORTH
2640,FH ASSOCIATES BANK AC
2646,ESSA CO LTD
2647,W.I.TAX PAID (MARKUP)
2651,DISTRIBUTOR AL SADIQ TRADERS (HYD)
2659,ORYZA AGRI TRADING LIMITED
2662,SHENZHEN SHININGOCEAN INTERNATIONAL LOGISTICS CO LTD
2665,"SHENZHEN JINLIYUAN FOOD AND OIL CO., LTD"
2668,FUJIAN HAIXIA GRAINS AND OILS TRADING CO LTD
2672,TIANJIN JINLU RICE CO LTD
2676,BENEFIELD DEVELOPMENTS LIMITED
2679,WALEED BROKER
2681,SHANDONG LEADING SHINE INTERNATIONAL TRADING CO LTD
2685,LC#1254SLCPUS205016 PMC PETROGULF $203445 SUMMIT
2689,LCU/01/030/219 PMC PETROGULF $114840 HMB
2692,ETS MOHAMED LEMINE OULD EMEN COMMERCE GENERALE
2695,BERTALSERVICE LLC
2697,IMRAN PANWALA
2699,BMO FINANCIAL GROUP
2701,TECNOSCIENCES
2703,CAPE SINO LIMITED
2705,RJS COMMODITIES INC
2707,SHENZHEN CEREALS OILS AND FOODSTUFFS CO LTD
2710,GLOBAL TRADING & CO
2714,SANLAHI MULTI-PURPOSE COOPERATIVE
2716,SALLU TRADING LIMITADA
2754,LC-1254SLCPUS543517 $21000 SPARE PARTS
2757,LCU/01/030/231 PMC $500K HMB
2761,MAJID AL FUTTAIM RETAIL
2765,SHEIKHUPURA UNIT MUGHAL
2325,SUMMIT CAPITAL (SHARES) AC
2328,OOO DARY POLEY
2330,5015 PADDY SHPURA
2331,"COMPANY WITH FOREIGN CAPITAL ""INDRAYANI OVERESAS"""
2336,"LC#LC/01/030/109  $75,240.00 SUMITOMO POLYPROPYLENE Z101S"
2340,"LC#LCU/01/030/116  $142,560.00  PETROGULF POLYMERS DMCC"
2344,DIVIDEND INCOME- AGF
2347,HN- INVESTMENT AC
2348,NEW BACHA KHAN CO LTD
2350,DDP TRADE CO LTD
2353,ALKOR-EXIM LTD
2354,ETS SIDI MOHAMED OULD AHMED BABA
2357,LOYAL AGRO COMPANY
2359,PINARSAN GIDA INSAAT NAKLIYET SANAYI VE TICARET LTD.STI
2363,SOURCE COMMODITIES CO
2365,TEUTA DURRES SH. P.K
2367,STAR TRADING AGENCIES
2369,PUBLIC  JOINT STOCK COMPANY
2371,MEHER ZEIN
2373,LC-01/030/126 PMC Z1018 $50985 (PPD)
2376,LC 15IAC0115-00010 (SABIC) $50490 PMC
2379,LC/01/030/127 (PPD) PMC $91327
2382,SERENDIB FLOUR MILLS (PVT) LTD
2386,"LC/01/030/136 (PPD) PMC $272,250"
2389,15INSU0115-00012 (QTY MINERALS) CALCIUM $25000
2392,ROYAL RICE TRADING COMPANY SARL
2394,GHARO RICE CREDITORS (PURCHASES) (IRRI-6 ) AC
2398,FAWAD KHAN (BAGS)
2400,LC/01/030/144 PMC PETROGULF $52965
2402,KHANJRA & COMPANY
2404,WESTCO INVESTMENT LTD
2406,MALIK SALMAN AL NASSER ESTABLISHMENT
2409,"UAB ""VC BALTIC"""
2411,LC/01/030/149 PETROGULF $213828.75 PMC
596,AL MEHAR C/O ARIF ZAKARIA
599,LC 00095-07.(UBL)
605,LOSSES
2026,CIBRO AGENCIES PTE LTD
2028,ICRC
2030,"LC#12IAC0115-00083  $65,587.50 SUMITOMO (SINGAPORE)"
2035,"LC#12IAC0115-00090  $69,300.00 SUMITOMO (SINGAPORE)"
2040,"LC#CITULCM125051051  $173,250.00 (SABIC)"
2043,"LC#26 (72512)  $108,405.00 (SABIC)"
2046,"LC#12IAC0115-00098 $ 135,135 (SUMITOMO (SINGAPORE))"
2050,"LC#CITULCN125051279  $69,795.00 (SABIC)"
2055,"LC# (30) 1254ULCCPUS00513 ( $218,295.00) SABIC"
2060,WHEAT FLOUR MUQADDAM (HANIF) TRANSPORTER
2061,"LC#13IAC0115-00016 $61,125 (SUMITOMO (SINGAPORE))"
2064,MCB MAIN (NIB) A/C#12413599
2069,ABDULLA ALI ALMAJID & SONS CO
2070,ADAL FOR FOOR ITEMS CO LTD
2072,AGRICULTRADE LLP
2074,AKHCOM LIMITED
2076,AL NAFEA INC
2077,ALI ABDULLAH ALMOHDAR
2079,AMC HOLDING FZCO
2081,ANGSTREM TRADING COMPANY LTD
2084,ASHON LIMITED
2085,ATLAS ONE CO LTD
2087,BALLI TRADING LIMITED
2089,BODEGA DE GRANOS EL ALAZAN Y EL ROCIO S.A. DE C.V.
2093,BUDI MAKMUR PERKASA PT
2095,CAPWELL INDUSTRIES LTD
2097,CARREFOUR LEBANON
2099,CHUP EKOLINEBEL
2101,COMERCIALIZADORA MERC S.A DE C.V.
2104,FOUAD N. ELIAN
2105,GRAINS AND SPICES
2107,HALJAS LTD
2109,HARMONY SHIPPING AND TRADING PTE LTD
2112,I.M. SUDZUCKER
2113,IMPORTADORA DE ALIMENTOS SANTANDER S.A DE C.V
2148,PHOENIX COMMODITIES PVT LTD
2151,PT ALU AKSARA PRATAMA
2153,PT PAKINDO JAYA PERKASA
2155,RANEZA TRADING
2157,SARL UNITED PACKING CORPORATION
2159,SIERRA IMPORT AND EXPORT
2162,TOEPFER INTERNATIONAL-ASIA PTE LTD
2164,UAB SKANEJA
2166,UN-WORLD FOOD PROGRAMME
2168,"LC#13IAC0115-00032   $147,510.00 SUMITOMO (SINGAPORE)"
2172,SILVER RICE PROCESSING MILLS (WHEAT)
2175,"LC#13INSU0115-00038  $514,960.00 (JIANGSU MUYANG GROUP)"
2179,"LC#CITULCN135050664  $67,320.00  (SUMITOMO (SINGAPORE)"
2183,WHEAT STOCK AT LAYYAH
2185,"LC#13IAC0115-00053   $219,780.00   (NATIONAL PETROCHEMICAL)"
2190,"LC#13IAC0115-00061 $  $147,510.00 ( SUMITOMO (SINGAPORE))"
2194,"LC#13IAC0115-00070  $111,746.25  SUMITOMO (SINGAPORE)"
2199,"LC#13IAC0115-00082  $71,775.00  SUMITOMO (SINGAPORE)"
2202,"LC#13IAC0115-00086  $73,012.50  SUMITOMO (SINGAPORE)"
2206,LC#MS/SIN/WHT/RUSS/0016/2
2210,"LC#13INSC0115-00102  $109,147.50 SABIC   (SAUDI ARABIA)"
2213,"LC#13IAC0115-00108  $35,392.50 SUMITOMO (SINGAPORE)"
2218,"LC#IMP-LC-LC-DA-40010002002306  $111,375.00 SABIC   (SAUDI ARABIA)"
2224,W.TAX (BROKERAGE COMMISSION)
2227,"LC#40010002002305  $219,780.00 SABIC   (SAUDI ARABIA)"
2231,"LC#40010002002328  $112,117.40  SABIC   (SAUDI ARABIA)"
2235,GREIF FLEXIBLES PAKISTAN (PRIVATE) LIMITED
